congress,publishdate,title,section,browseline1,firstpage,textfile
106,"February 1, 2000","Representative Jim Talent, Biography",REPRESENTATIVE,Jim Talent ,Missouri (MO),CDIR-2000-02-01/html/CDIR-2000-02-01-MO-H-2.htm
106,"February 1, 2000",Montana State Delegation,STATEDELEGATION,Montana (MT) Congressional Delegation ,Montana (MT),CDIR-2000-02-01/html/CDIR-2000-02-01-MT.htm
106,"February 1, 2000","Senator Max Baucus, Biography",SENATOR,Max Baucus ,Montana (MT),CDIR-2000-02-01/html/CDIR-2000-02-01-MT-S-1.htm
106,"February 1, 2000","Senator Conrad R. Burns, Biography",SENATOR,Conrad R. Burns ,Montana (MT),CDIR-2000-02-01/html/CDIR-2000-02-01-MT-S-2.htm
106,"February 1, 2000","Representative Rick Hill, Biography",REPRESENTATIVE,Rick Hill ,Montana (MT),CDIR-2000-02-01/html/CDIR-2000-02-01-MT-H-0.htm
106,"February 1, 2000",Nebraska State Delegation,STATEDELEGATION,Nebraska (NE) Congressional Delegation ,Nebraska (NE),CDIR-2000-02-01/html/CDIR-2000-02-01-NE.htm
106,"February 1, 2000","Senator Chuck Hagel, Biography",SENATOR,Chuck Hagel ,Nebraska (NE),CDIR-2000-02-01/html/CDIR-2000-02-01-NE-S-2.htm
106,"February 1, 2000","Senator J. Robert Kerrey, Biography",SENATOR,J. Robert Kerrey ,Nebraska (NE),CDIR-2000-02-01/html/CDIR-2000-02-01-NE-S-1.htm
106,"February 1, 2000","Representative Bill Barrett, Biography",REPRESENTATIVE,Bill Barrett ,Nebraska (NE),CDIR-2000-02-01/html/CDIR-2000-02-01-NE-H-3.htm
106,"February 1, 2000","Representative Doug Bereuter, Biography",REPRESENTATIVE,Doug Bereuter ,Nebraska (NE),CDIR-2000-02-01/html/CDIR-2000-02-01-NE-H-1.htm
106,"February 1, 2000","Representative Lee Terry, Biography",REPRESENTATIVE,Lee Terry ,Nebraska (NE),CDIR-2000-02-01/html/CDIR-2000-02-01-NE-H-2.htm
106,"February 1, 2000",Nevada State Delegation,STATEDELEGATION,Nevada (NV) Congressional Delegation ,Nevada (NV),CDIR-2000-02-01/html/CDIR-2000-02-01-NV.htm
106,"February 1, 2000","Senator Richard H. Bryan, Biography",SENATOR,Richard H. Bryan ,Nevada (NV),CDIR-2000-02-01/html/CDIR-2000-02-01-NV-S-2.htm
106,"February 1, 2000","Senator Harry Reid, Biography",SENATOR,Harry Reid ,Nevada (NV),CDIR-2000-02-01/html/CDIR-2000-02-01-NV-S-1.htm
106,"February 1, 2000","Representative Shelley Berkley, Biography",REPRESENTATIVE,Shelley Berkley ,Nevada (NV),CDIR-2000-02-01/html/CDIR-2000-02-01-NV-H-1.htm
106,"February 1, 2000","Representative Jim Gibbons, Biography",REPRESENTATIVE,Jim Gibbons ,Nevada (NV),CDIR-2000-02-01/html/CDIR-2000-02-01-NV-H-2.htm
106,"February 1, 2000",New Hampshire State Delegation,STATEDELEGATION,New Hampshire (NH) Congressional Delegation ,New Hampshire (NH),CDIR-2000-02-01/html/CDIR-2000-02-01-NH.htm
106,"February 1, 2000","Senator Judd Gregg, Biography",SENATOR,Judd Gregg ,New Hampshire (NH),CDIR-2000-02-01/html/CDIR-2000-02-01-NH-S-2.htm
106,"February 1, 2000","Senator Bob Smith, Biography",SENATOR,Bob Smith ,New Hampshire (NH),CDIR-2000-02-01/html/CDIR-2000-02-01-NH-S-1.htm
106,"February 1, 2000","Representative Charles F. Bass, Biography",REPRESENTATIVE,Charles F. Bass ,New Hampshire (NH),CDIR-2000-02-01/html/CDIR-2000-02-01-NH-H-2.htm
106,"February 1, 2000","Representative John E. Sununu, Biography",REPRESENTATIVE,John E. Sununu ,New Hampshire (NH),CDIR-2000-02-01/html/CDIR-2000-02-01-NH-H-1.htm
106,"February 1, 2000",New Jersey State Delegation,STATEDELEGATION,New Jersey (NJ) Congressional Delegation ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ.htm
106,"February 1, 2000","Senator Frank R. Lautenberg, Biography",SENATOR,Frank R. Lautenberg ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-S-1.htm
106,"February 1, 2000","Senator Robert G. Torricelli, Biography",SENATOR,Robert G. Torricelli ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-S-2.htm
106,"February 1, 2000","Representative Robert E. Andrews, Biography",REPRESENTATIVE,Robert E. Andrews ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-1.htm
106,"February 1, 2000","Representative Bob Franks, Biography",REPRESENTATIVE,Bob Franks ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-7.htm
106,"February 1, 2000","Representative Rodney P. Frelinghuysen, Biography",REPRESENTATIVE,Rodney P. Frelinghuysen ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-11.htm
106,"February 1, 2000","Representative Rush Holt, Biography",REPRESENTATIVE,Rush Holt ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-12.htm
106,"February 1, 2000","Representative Frank A. Lobiondo, Biography",REPRESENTATIVE,Frank A. LoBiondo ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-2.htm
106,"February 1, 2000","Representative Robert Menendez, Biography",REPRESENTATIVE,Robert Menendez ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-13.htm
106,"February 1, 2000","Representative Frank Pallone, Jr., Biography",REPRESENTATIVE,"Frank Pallone, Jr. ",New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-6.htm
106,"February 1, 2000","Representative Bill Pascrell, Jr., Biography",REPRESENTATIVE,"Bill Pascrell, Jr. ",New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-8.htm
106,"February 1, 2000","Representative Donald M. Payne, Biography",REPRESENTATIVE,Donald M. Payne ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-10.htm
106,"February 1, 2000","Representative Steven R. Rothman, Biography",REPRESENTATIVE,Steven R. Rothman ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-9.htm
106,"February 1, 2000","Representative Marge Roukema, Biography",REPRESENTATIVE,Marge Roukema ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-5.htm
106,"February 1, 2000","Representative Jim Saxton, Biography",REPRESENTATIVE,Jim Saxton ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-3.htm
106,"February 1, 2000","Representative Christopher H. Smith, Biography",REPRESENTATIVE,Christopher H. Smith ,New Jersey (NJ),CDIR-2000-02-01/html/CDIR-2000-02-01-NJ-H-4.htm
106,"February 1, 2000",New Mexico State Delegation,STATEDELEGATION,New Mexico (NM) Congressional Delegation ,New Mexico (NM),CDIR-2000-02-01/html/CDIR-2000-02-01-NM.htm
106,"February 1, 2000","Senator Jeff Bingaman, Biography",SENATOR,Jeff Bingaman ,New Mexico (NM),CDIR-2000-02-01/html/CDIR-2000-02-01-NM-S-2.htm
106,"February 1, 2000","Senator Pete V. Domenici, Biography",SENATOR,Pete V. Domenici ,New Mexico (NM),CDIR-2000-02-01/html/CDIR-2000-02-01-NM-S-1.htm
106,"February 1, 2000","Representative Joe Skeen, Biography",REPRESENTATIVE,Joe Skeen ,New Mexico (NM),CDIR-2000-02-01/html/CDIR-2000-02-01-NM-H-2.htm
106,"February 1, 2000","Representative Tom Udall, Biography",REPRESENTATIVE,Tom Udall ,New Mexico (NM),CDIR-2000-02-01/html/CDIR-2000-02-01-NM-H-3.htm
106,"February 1, 2000","Representative Heather Wilson, Biography",REPRESENTATIVE,Heather Wilson ,New Mexico (NM),CDIR-2000-02-01/html/CDIR-2000-02-01-NM-H-1.htm
106,"February 1, 2000",New York State Delegation,STATEDELEGATION,New York (NY) Congressional Delegation ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY.htm
106,"February 1, 2000","Senator Daniel Patrick Moynihan, Biography",SENATOR,Daniel Patrick Moynihan ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-S-1.htm
106,"February 1, 2000","Senator Charles E. Schumer, Biography",SENATOR,Charles E. Schumer ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-S-2.htm
106,"February 1, 2000","Representative Gary L. Ackerman, Biography",REPRESENTATIVE,Gary L. Ackerman ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-5.htm
106,"February 1, 2000","Representative Sherwood Boehlert, Biography",REPRESENTATIVE,Sherwood Boehlert ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-23.htm
106,"February 1, 2000","Representative Eliot L. Engel, Biography",REPRESENTATIVE,Eliot L. Engel ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-17.htm
106,"February 1, 2000","Representative Michael P. Forbes, Biography",REPRESENTATIVE,Michael P. Forbes ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-1.htm
106,"February 1, 2000","Representative Vito Fossella, Biography",REPRESENTATIVE,Vito Fossella ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-13.htm
106,"February 1, 2000","Representative Benjamin A. Gilman, Biography",REPRESENTATIVE,Benjamin A. Gilman ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-20.htm
106,"February 1, 2000","Representative Amo Houghton, Biography",REPRESENTATIVE,Amo Houghton ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-31.htm
106,"February 1, 2000","Representative Sue W. Kelly, Biography",REPRESENTATIVE,Sue W. Kelly ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-19.htm
106,"February 1, 2000","Representative Peter T. King, Biography",REPRESENTATIVE,Peter T. King ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-3.htm
106,"February 1, 2000","Representative John J. Lafalce, Biography",REPRESENTATIVE,John J. LaFalce ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-29.htm
106,"February 1, 2000","Representative Rick Lazio, Biography",REPRESENTATIVE,Rick Lazio ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-2.htm
106,"February 1, 2000","Representative Nita M. Lowey, Biography",REPRESENTATIVE,Nita M. Lowey ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-18.htm
106,"February 1, 2000","Representative Carolyn B. Maloney, Biography",REPRESENTATIVE,Carolyn B. Maloney ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-14.htm
106,"February 1, 2000","Representative Carolyn Mccarthy, Biography",REPRESENTATIVE,Carolyn McCarthy ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-4.htm
106,"February 1, 2000","Representative John M. Mchugh, Biography",REPRESENTATIVE,John M. McHugh ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-24.htm
106,"February 1, 2000","Representative Michael R. Mcnulty, Biography",REPRESENTATIVE,Michael R. McNulty ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-21.htm
106,"February 1, 2000","Representative Gregory W. Meeks, Biography",REPRESENTATIVE,Gregory W. Meeks ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-6.htm
106,"February 1, 2000","Representative Jerrold Nadler, Biography",REPRESENTATIVE,Jerrold Nadler ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-8.htm
106,"February 1, 2000","Representative Major R. Owens, Biography",REPRESENTATIVE,Major R. Owens ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-11.htm
106,"February 1, 2000","Representative Charles B. Rangel, Biography",REPRESENTATIVE,Charles B. Rangel ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-15.htm
106,"February 1, 2000","Representative Thomas M. Reynolds, Biography",REPRESENTATIVE,Thomas M. Reynolds ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-27.htm
106,"February 1, 2000","Representative Jose E. Serrano, Biography",REPRESENTATIVE,Jose E. Serrano ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-16.htm
106,"February 1, 2000","Representative Louise Mcintosh Slaughter, Biography",REPRESENTATIVE,Louise McIntosh Slaughter ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-28.htm
106,"February 1, 2000","Representative John E. Sweeney, Biography",REPRESENTATIVE,John E. Sweeney ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-22.htm
106,"February 1, 2000","Representative Edolphus Towns, Biography",REPRESENTATIVE,Edolphus Towns ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-10.htm
106,"February 1, 2000","Representative Nydia M. Velazquez, Biography",REPRESENTATIVE,Nydia M. Velazquez ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-12.htm
106,"February 1, 2000","Representative James T. Walsh, Biography",REPRESENTATIVE,James T. Walsh ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-25.htm
106,"February 1, 2000","Representative Anthony D. Weiner, Biography",REPRESENTATIVE,Anthony D. Weiner ,New York (NY),CDIR-2000-02-01/html/CDIR-2000-02-01-NY-H-9.htm
106,"February 1, 2000",North Carolina State Delegation,STATEDELEGATION,North Carolina (NC) Congressional Delegation ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC.htm
106,"February 1, 2000","Senator John Edwards, Biography",SENATOR,John Edwards ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-S-2.htm
106,"February 1, 2000","Senator Jesse Helms, Biography",SENATOR,Jesse Helms ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-S-1.htm
106,"February 1, 2000","Representative Cass Ballenger, Biography",REPRESENTATIVE,Cass Ballenger ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-10.htm
106,"February 1, 2000","Representative Richard Burr, Biography",REPRESENTATIVE,Richard Burr ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-5.htm
106,"February 1, 2000","Representative Eva M. Clayton, Biography",REPRESENTATIVE,Eva M. Clayton ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-1.htm
106,"February 1, 2000","Representative Howard Coble, Biography",REPRESENTATIVE,Howard Coble ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-6.htm
106,"February 1, 2000","Representative Bob Etheridge, Biography",REPRESENTATIVE,Bob Etheridge ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-2.htm
106,"February 1, 2000","Representative Robin Hayes, Biography",REPRESENTATIVE,Robin Hayes ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-8.htm
106,"February 1, 2000","Representative Walter B. Jones Jr., Biography",REPRESENTATIVE,Walter B. Jones Jr. ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-3.htm
106,"February 1, 2000","Representative Mike Mcintyre, Biography",REPRESENTATIVE,Mike McIntyre ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-7.htm
106,"February 1, 2000","Representative Sue Wilkins Myrick, Biography",REPRESENTATIVE,Sue Wilkins Myrick ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-9.htm
106,"February 1, 2000","Representative David E. Price, Biography",REPRESENTATIVE,David E. Price ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-4.htm
106,"February 1, 2000","Representative Charles H. Taylor, Biography",REPRESENTATIVE,Charles H. Taylor ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-11.htm
106,"February 1, 2000","Representative Melvin L. Watt, Biography",REPRESENTATIVE,Melvin L. Watt ,North Carolina (NC),CDIR-2000-02-01/html/CDIR-2000-02-01-NC-H-12.htm
106,"February 1, 2000",North Dakota State Delegation,STATEDELEGATION,North Dakota (ND) Congressional Delegation ,North Dakota (ND),CDIR-2000-02-01/html/CDIR-2000-02-01-ND.htm
106,"February 1, 2000","Senator Kent Conrad, Biography",SENATOR,Kent Conrad ,North Dakota (ND),CDIR-2000-02-01/html/CDIR-2000-02-01-ND-S-1.htm
106,"February 1, 2000","Senator Byron L. Dorgan, Biography",SENATOR,Byron L. Dorgan ,North Dakota (ND),CDIR-2000-02-01/html/CDIR-2000-02-01-ND-S-2.htm
106,"February 1, 2000","Representative Earl Pomeroy, Biography",REPRESENTATIVE,Earl Pomeroy ,North Dakota (ND),CDIR-2000-02-01/html/CDIR-2000-02-01-ND-H-0.htm
106,"February 1, 2000",Ohio State Delegation,STATEDELEGATION,Ohio (OH) Congressional Delegation ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH.htm
106,"February 1, 2000","Senator Mike Dewine, Biography",SENATOR,Mike DeWine ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-S-1.htm
106,"February 1, 2000","Senator George V. Voinovich, Biography",SENATOR,George V. Voinovich ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-S-2.htm
106,"February 1, 2000","Representative John A. Boehner, Biography",REPRESENTATIVE,John A. Boehner ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-8.htm
106,"February 1, 2000","Representative Sherrod Brown, Biography",REPRESENTATIVE,Sherrod Brown ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-13.htm
106,"February 1, 2000","Representative Steve Chabot, Biography",REPRESENTATIVE,Steve Chabot ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-1.htm
106,"February 1, 2000","Representative Paul E. Gillmor, Biography",REPRESENTATIVE,Paul E. Gillmor ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-5.htm
106,"February 1, 2000","Representative Tony P. Hall, Biography",REPRESENTATIVE,Tony P. Hall ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-3.htm
106,"February 1, 2000","Representative David L. Hobson, Biography",REPRESENTATIVE,David L. Hobson ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-7.htm
106,"February 1, 2000","Representative Stephanie Tubbs Jones, Biography",REPRESENTATIVE,Stephanie Tubbs Jones ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-11.htm
106,"February 1, 2000","Representative Marcy Kaptur, Biography",REPRESENTATIVE,Marcy Kaptur ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-9.htm
106,"February 1, 2000","Representative John R. Kasich, Biography",REPRESENTATIVE,John R. Kasich ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-12.htm
106,"February 1, 2000","Representative Dennis J. Kucinich, Biography",REPRESENTATIVE,Dennis J. Kucinich ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-10.htm
106,"February 1, 2000","Representative Steven C. Latourette, Biography",REPRESENTATIVE,Steven C. LaTourette ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-19.htm
106,"February 1, 2000","Representative Robert W. Ney, Biography",REPRESENTATIVE,Robert W. Ney ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-18.htm
106,"February 1, 2000","Representative Michael G. Oxley, Biography",REPRESENTATIVE,Michael G. Oxley ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-4.htm
106,"February 1, 2000","Representative Rob Portman, Biography",REPRESENTATIVE,Rob Portman ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-2.htm
106,"February 1, 2000","Representative Deborah Pryce, Biography",REPRESENTATIVE,Deborah Pryce ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-15.htm
106,"February 1, 2000","Representative Ralph Regula, Biography",REPRESENTATIVE,Ralph Regula ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-16.htm
106,"February 1, 2000","Representative Tom Sawyer, Biography",REPRESENTATIVE,Tom Sawyer ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-14.htm
106,"February 1, 2000","Representative Ted Strickland, Biography",REPRESENTATIVE,Ted Strickland ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-6.htm
106,"February 1, 2000","Representative James A. Traficant Jr., Biography",REPRESENTATIVE,James A. Traficant Jr. ,Ohio (OH),CDIR-2000-02-01/html/CDIR-2000-02-01-OH-H-17.htm
106,"February 1, 2000",Oklahoma State Delegation,STATEDELEGATION,Oklahoma (OK) Congressional Delegation ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK.htm
106,"February 1, 2000","Senator James M. Inhofe, Biography",SENATOR,James M. Inhofe ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-S-2.htm
106,"February 1, 2000","Senator Don Nickles, Biography",SENATOR,Don Nickles ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-S-1.htm
106,"February 1, 2000","Representative Tom Coburn, Biography",REPRESENTATIVE,Tom Coburn ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-H-2.htm
106,"February 1, 2000","Representative Ernest J. Istook Jr., Biography",REPRESENTATIVE,Ernest J. Istook Jr. ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-H-5.htm
106,"February 1, 2000","Representative Steve Largent, Biography",REPRESENTATIVE,Steve Largent ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-H-1.htm
106,"February 1, 2000","Representative Frank D. Lucas, Biography",REPRESENTATIVE,Frank D. Lucas ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-H-6.htm
106,"February 1, 2000","Representative Wes Watkins, Biography",REPRESENTATIVE,Wes Watkins ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-H-3.htm
106,"February 1, 2000","Representative J. C. Watts Jr., Biography",REPRESENTATIVE,J. C. Watts Jr. ,Oklahoma (OK),CDIR-2000-02-01/html/CDIR-2000-02-01-OK-H-4.htm
106,"February 1, 2000",Oregon State Delegation,STATEDELEGATION,Oregon (OR) Congressional Delegation ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR.htm
106,"February 1, 2000","Senator Gordon H. Smith, Biography",SENATOR,Gordon H. Smith ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-S-2.htm
106,"February 1, 2000","Senator Ron Wyden, Biography",SENATOR,Ron Wyden ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-S-1.htm
106,"February 1, 2000","Representative Earl Blumenauer, Biography",REPRESENTATIVE,Earl Blumenauer ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-H-3.htm
106,"February 1, 2000","Representative Peter A. Defazio, Biography",REPRESENTATIVE,Peter A. DeFazio ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-H-4.htm
106,"February 1, 2000","Representative Darlene Hooley, Biography",REPRESENTATIVE,Darlene Hooley ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-H-5.htm
106,"February 1, 2000","Representative Greg Walden, Biography",REPRESENTATIVE,Greg Walden ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-H-2.htm
106,"February 1, 2000","Representative David Wu, Biography",REPRESENTATIVE,David Wu ,Oregon (OR),CDIR-2000-02-01/html/CDIR-2000-02-01-OR-H-1.htm
106,"February 1, 2000",Pennsylvania State Delegation,STATEDELEGATION,Pennsylvania (PA) Congressional Delegation ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA.htm
106,"February 1, 2000","Senator Rick Santorum, Biography",SENATOR,Rick Santorum ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-S-2.htm
106,"February 1, 2000","Senator Arlen Specter, Biography",SENATOR,Arlen Specter ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-S-1.htm
106,"February 1, 2000","Representative Robert A. Borski, Biography",REPRESENTATIVE,Robert A. Borski ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-3.htm
106,"February 1, 2000","Representative Robert A. Brady, Biography",REPRESENTATIVE,Robert A. Brady ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-1.htm
106,"February 1, 2000","Representative William J. Coyne, Biography",REPRESENTATIVE,William J. Coyne ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-14.htm
106,"February 1, 2000","Representative Michael F. Doyle, Biography",REPRESENTATIVE,Michael F. Doyle ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-18.htm
106,"February 1, 2000","Representative Phil English, Biography",REPRESENTATIVE,Phil English ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-21.htm
106,"February 1, 2000","Representative Chaka Fattah, Biography",REPRESENTATIVE,Chaka Fattah ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-2.htm
106,"February 1, 2000","Representative William F. Goodling, Biography",REPRESENTATIVE,William F. Goodling ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-19.htm
106,"February 1, 2000","Representative James C. Greenwood, Biography",REPRESENTATIVE,James C. Greenwood ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-8.htm
106,"February 1, 2000","Representative Joseph M. Hoeffel, Biography",REPRESENTATIVE,Joseph M. Hoeffel ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-13.htm
106,"February 1, 2000","Representative Tim Holden, Biography",REPRESENTATIVE,Tim Holden ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-6.htm
106,"February 1, 2000","Representative Paul E. Kanjorski, Biography",REPRESENTATIVE,Paul E. Kanjorski ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-11.htm
106,"February 1, 2000","Representative Ron Klink, Biography",REPRESENTATIVE,Ron Klink ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-4.htm
106,"February 1, 2000","Representative Frank Mascara, Biography",REPRESENTATIVE,Frank Mascara ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-20.htm
106,"February 1, 2000","Representative John P. Murtha, Biography",REPRESENTATIVE,John P. Murtha ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-12.htm
106,"February 1, 2000","Representative John E. Peterson, Biography",REPRESENTATIVE,John E. Peterson ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-5.htm
106,"February 1, 2000","Representative Joseph R. Pitts, Biography",REPRESENTATIVE,Joseph R. Pitts ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-16.htm
